user,listened,total,percentage,hits,status
littleee12,31,306,10.130718954248366,4,ok
MSKN89,31,306,10.130718954248366,4,ok
N_eru_oO,31,306,10.130718954248366,4,ok
O3u_i_,31,306,10.130718954248366,4,ok
r_03_p,31,306,10.130718954248366,4,ok
sato32a,31,306,10.130718954248366,4,ok
sf_ni45,31,306,10.130718954248366,4,ok
timbitcrumbs,31,306,10.130718954248366,4,ok
tsumri_,31,306,10.130718954248366,4,ok
umataka,31,306,10.130718954248366,4,ok
YCSK31,31,306,10.130718954248366,4,ok
adashima1127,31,306,10.130718954248366,3,ok
c5cef84056ea4ce,31,306,10.130718954248366,3,ok
cyngs202,31,306,10.130718954248366,3,ok
FSXtGM,31,306,10.130718954248366,3,ok
kokonel1216,31,306,10.130718954248366,3,ok
kurenai7779,31,306,10.130718954248366,3,ok
lorinser_user,31,306,10.130718954248366,3,ok
nw,31,306,10.130718954248366,3,ok
R4gunq,31,306,10.130718954248366,3,ok
sotaroxpr99ow,31,306,10.130718954248366,3,ok
szkerts_azk,31,306,10.130718954248366,3,ok
TokiP177,31,306,10.130718954248366,3,ok
TPK_kinako,31,306,10.130718954248366,3,ok
TsUNaMy_WaVe,31,306,10.130718954248366,3,ok
yasuke83,31,306,10.130718954248366,3,ok
_ahirudayo_,31,306,10.130718954248366,2,ok
aniota185azucat,31,306,10.130718954248366,2,ok
Anse1245673,31,306,10.130718954248366,2,ok
arientexi,31,306,10.130718954248366,2,ok
foseto,31,306,10.130718954248366,2,ok
Glitter_Green38,31,306,10.130718954248366,2,ok
Harukanuuna,31,306,10.130718954248366,2,ok
ikaikako,31,306,10.130718954248366,2,ok
kyuuri240,31,306,10.130718954248366,2,ok
Luna2244,31,306,10.130718954248366,2,ok
mw2ghostx,31,306,10.130718954248366,2,ok
n_f__11039,31,306,10.130718954248366,2,ok
N_inst99,31,306,10.130718954248366,2,ok
natsu2ki_strada,31,306,10.130718954248366,2,ok
Nichole_desu,31,306,10.130718954248366,2,ok
numabukuro_81,31,306,10.130718954248366,2,ok
nursenooshigoto,31,306,10.130718954248366,2,ok
pp931756,31,306,10.130718954248366,2,ok
soprano910hrk,31,306,10.130718954248366,2,ok
syun005150,31,306,10.130718954248366,2,ok
teddysam,31,306,10.130718954248366,2,ok
ValCrowd,31,306,10.130718954248366,2,ok
WELL376,31,306,10.130718954248366,2,ok
ken_kanar,30,306,9.803921568627452,16,ok
hato___poppo,30,306,9.803921568627452,15,ok
sora_ray,30,306,9.803921568627452,14,ok
blitz91112,30,306,9.803921568627452,13,ok
capella_us,30,306,9.803921568627452,12,ok
ms_sukoya2,30,306,9.803921568627452,12,ok
Toya_haruka,30,306,9.803921568627452,12,ok
fitter4911,30,306,9.803921568627452,11,ok
himekagero73,30,306,9.803921568627452,11,ok
msnrkbys,30,306,9.803921568627452,11,ok
tsugiiiii44,30,306,9.803921568627452,11,ok
viewmaxstream,30,306,9.803921568627452,11,ok
animethod_0218,30,306,9.803921568627452,10,ok
Durandal_Hida,30,306,9.803921568627452,10,ok
kamenjolno_7,30,306,9.803921568627452,10,ok
sdnk1984,30,306,9.803921568627452,10,ok
Shot_B,30,306,9.803921568627452,10,ok
sub72_gt,30,306,9.803921568627452,10,ok
wantan1227UM,30,306,9.803921568627452,10,ok
dorereHR2725,30,306,9.803921568627452,9,ok
dpp,30,306,9.803921568627452,9,ok
jamjamdx_K,30,306,9.803921568627452,9,ok
kaizo404,30,306,9.803921568627452,9,ok
katsukichi0701,30,306,9.803921568627452,9,ok
kirimaaya_wug,30,306,9.803921568627452,9,ok
komori_amora_P,30,306,9.803921568627452,9,ok
nayu_tin,30,306,9.803921568627452,9,ok
papi3977,30,306,9.803921568627452,9,ok
s_ntkw_anna,30,306,9.803921568627452,9,ok
Satisfaction042,30,306,9.803921568627452,9,ok
viel.drn,30,306,9.803921568627452,9,ok
cookey2000,30,306,9.803921568627452,8,ok
duradura,30,306,9.803921568627452,8,ok
garychu2186,30,306,9.803921568627452,8,ok
kokuto51,30,306,9.803921568627452,8,ok
mc8003f,30,306,9.803921568627452,8,ok
Misakaa,30,306,9.803921568627452,8,ok
negitoro004741,30,306,9.803921568627452,8,ok
new_saksak,30,306,9.803921568627452,8,ok
satoragi177,30,306,9.803921568627452,8,ok
utio_13,30,306,9.803921568627452,8,ok
y_tachibana01,30,306,9.803921568627452,8,ok
yy_imas,30,306,9.803921568627452,8,ok
advanjef,30,306,9.803921568627452,7,ok
Arapaima242,30,306,9.803921568627452,7,ok
flameof8,30,306,9.803921568627452,7,ok
guren_Rui,30,306,9.803921568627452,7,ok
houkago_nig,30,306,9.803921568627452,7,ok
itfsk,30,306,9.803921568627452,7,ok
kajuha_ws,30,306,9.803921568627452,7,ok
kobababa84,30,306,9.803921568627452,7,ok
mimoriisgod,30,306,9.803921568627452,7,ok
ookumaneko_hrk,30,306,9.803921568627452,7,ok
PumpkinPudding,30,306,9.803921568627452,7,ok
ryo_ilillld,30,306,9.803921568627452,7,ok
suparou9705,30,306,9.803921568627452,7,ok
xuewen3939,30,306,9.803921568627452,7,ok
yastrike,30,306,9.803921568627452,7,ok
_dxdy,30,306,9.803921568627452,6,ok
celeconfarmars,30,306,9.803921568627452,6,ok
Feya_UEC18_3,30,306,9.803921568627452,6,ok
hidemomo_jp,30,306,9.803921568627452,6,ok
imgg,30,306,9.803921568627452,6,ok
koba_glowegg,30,306,9.803921568627452,6,ok
kotokebu091213,30,306,9.803921568627452,6,ok
KOTTYPES,30,306,9.803921568627452,6,ok
matsu_bacchus,30,306,9.803921568627452,6,ok
mkmkboo,30,306,9.803921568627452,6,ok
sjun25252,30,306,9.803921568627452,6,ok
taryako_nana,30,306,9.803921568627452,6,ok
tsudeeerA,30,306,9.803921568627452,6,ok
Yo51Ho,30,306,9.803921568627452,6,ok
02648692854,30,306,9.803921568627452,5,ok
abcd9999971,30,306,9.803921568627452,5,ok
car_kankona,30,306,9.803921568627452,5,ok
car_pripara,30,306,9.803921568627452,5,ok
carp5tomoya,30,306,9.803921568627452,5,ok
hana_tumatteru,30,306,9.803921568627452,5,ok
Hanabuta_MNT,30,306,9.803921568627452,5,ok
Kanna718,30,306,9.803921568627452,5,ok
Kaxtsuchin,30,306,9.803921568627452,5,ok
label,30,306,9.803921568627452,5,ok
Luke_Morris,30,306,9.803921568627452,5,ok
Makinawitch,30,306,9.803921568627452,5,ok
makotomakotodc,30,306,9.803921568627452,5,ok
mega_0524,30,306,9.803921568627452,5,ok
MMN_ADRENA,30,306,9.803921568627452,5,ok
ralfx,30,306,9.803921568627452,5,ok
St0714S,30,306,9.803921568627452,5,ok
T1000i0819,30,306,9.803921568627452,5,ok
tales_KYO,30,306,9.803921568627452,5,ok
tsubasa874live,30,306,9.803921568627452,5,ok
05021005_Racuto,30,306,9.803921568627452,4,ok
___s___k___f___,30,306,9.803921568627452,4,ok
Bijun0630,30,306,9.803921568627452,4,ok
chiri_shiro,30,306,9.803921568627452,4,ok
garlic1124,30,306,9.803921568627452,4,ok
H2O30334395,30,306,9.803921568627452,4,ok
ion_ohirune,30,306,9.803921568627452,4,ok
minachi_0824,30,306,9.803921568627452,4,ok
momo_mimokana,30,306,9.803921568627452,4,ok
ParabolicBlue57,30,306,9.803921568627452,4,ok
ri2meister,30,306,9.803921568627452,4,ok
rjtt1634,30,306,9.803921568627452,4,ok
shin1425,30,306,9.803921568627452,4,ok
SpheAki1028Soma,30,306,9.803921568627452,4,ok
taka8305,30,306,9.803921568627452,4,ok
to_you_0427,30,306,9.803921568627452,4,ok
xp00,30,306,9.803921568627452,4,ok
botan357,30,306,9.803921568627452,3,ok
brk6012,30,306,9.803921568627452,3,ok
Charles_0817,30,306,9.803921568627452,3,ok
DZPAPIER,30,306,9.803921568627452,3,ok
hobi9_jgx,30,306,9.803921568627452,3,ok
KoeChD,30,306,9.803921568627452,3,ok
kuountohukouha,30,306,9.803921568627452,3,ok
legalscape,30,306,9.803921568627452,3,ok
loveokcjing,30,306,9.803921568627452,3,ok
lynxii,30,306,9.803921568627452,3,ok
maialankana0420,30,306,9.803921568627452,3,ok
migiten,30,306,9.803921568627452,3,ok
nanjina23,30,306,9.803921568627452,3,ok
orion_0929,30,306,9.803921568627452,3,ok
panic_ciater,30,306,9.803921568627452,3,ok
pinoconina,30,306,9.803921568627452,3,ok
QCBK,30,306,9.803921568627452,3,ok
riversemogage,30,306,9.803921568627452,3,ok
ryobathei00011,30,306,9.803921568627452,3,ok
sengokuguiness,30,306,9.803921568627452,3,ok
shibasana,30,306,9.803921568627452,3,ok
symphogear0701,30,306,9.803921568627452,3,ok
technobreak2311,30,306,9.803921568627452,3,ok
tonsyu1,30,306,9.803921568627452,3,ok
UFOintheHEAVEN,30,306,9.803921568627452,3,ok
Varu_sky,30,306,9.803921568627452,3,ok
you_san_main,30,306,9.803921568627452,3,ok
577yosoro,30,306,9.803921568627452,2,ok
AstralBurn1234,30,306,9.803921568627452,2,ok
ATkokoro,30,306,9.803921568627452,2,ok
blue_encounter,30,306,9.803921568627452,2,ok
carry_on,30,306,9.803921568627452,2,ok
CUTIE_STREET,30,306,9.803921568627452,2,ok
cyberpunk795847,30,306,9.803921568627452,2,ok
dreamilrand9284,30,306,9.803921568627452,2,ok
Gal_025,30,306,9.803921568627452,2,ok
gurayconbine,30,306,9.803921568627452,2,ok
heart__sword,30,306,9.803921568627452,2,ok
hikawanokaogaii,30,306,9.803921568627452,2,ok
HORAREMON,30,306,9.803921568627452,2,ok
kankurou555,30,306,9.803921568627452,2,ok
kenthesage,30,306,9.803921568627452,2,ok
LLyuuki,30,306,9.803921568627452,2,ok
mainbejiter,30,306,9.803921568627452,2,ok
Mediasenter,30,306,9.803921568627452,2,ok
mosaicsmoozer,30,306,9.803921568627452,2,ok
narunaruneet,30,306,9.803921568627452,2,ok
novenber11,30,306,9.803921568627452,2,ok
okustayim,30,306,9.803921568627452,2,ok
paternoster6853,30,306,9.803921568627452,2,ok
purge_hitze912,30,306,9.803921568627452,2,ok
purple4pur,30,306,9.803921568627452,2,ok
raimusyndrome,30,306,9.803921568627452,2,ok
ramenman,30,306,9.803921568627452,2,ok
ran_Shibuki_803,30,306,9.803921568627452,2,ok
rinsan45128,30,306,9.803921568627452,2,ok
ShuiguaiX35536,30,306,9.803921568627452,2,ok
sonicmove,30,306,9.803921568627452,2,ok
victimwoman,30,306,9.803921568627452,2,ok
Voltagenassense,30,306,9.803921568627452,2,ok
xxxx,30,306,9.803921568627452,2,ok
xzc92775,30,306,9.803921568627452,2,ok
Nerimaki,29,306,9.477124183006536,22,ok
Yasu4715,29,306,9.477124183006536,16,ok
medesu,29,306,9.477124183006536,14,ok
9029y,29,306,9.477124183006536,13,ok
alice_mai,29,306,9.477124183006536,13,ok
honotan0303,29,306,9.477124183006536,12,ok
mugi_joltaso,29,306,9.477124183006536,12,ok
yuukikun0422,29,306,9.477124183006536,12,ok
_kb_u3,29,306,9.477124183006536,11,ok
garbej12,29,306,9.477124183006536,11,ok
Mister_508,29,306,9.477124183006536,11,ok
ray_525,29,306,9.477124183006536,11,ok
showing_sub,29,306,9.477124183006536,11,ok
WD_Tuber_120606,29,306,9.477124183006536,11,ok
dj_m_,29,306,9.477124183006536,10,ok
iRis_pri_exe,29,306,9.477124183006536,10,ok
lucht217,29,306,9.477124183006536,10,ok
moonworks_nrl,29,306,9.477124183006536,10,ok
roadmom9box,29,306,9.477124183006536,10,ok
soyukipo24,29,306,9.477124183006536,10,ok
taii_mitsu,29,306,9.477124183006536,10,ok
wolfsjail,29,306,9.477124183006536,10,ok
xxchasexxx,29,306,9.477124183006536,10,ok
chrysaor7,29,306,9.477124183006536,9,ok
itijolno2799,29,306,9.477124183006536,9,ok
mameccok,29,306,9.477124183006536,9,ok
monana3,29,306,9.477124183006536,9,ok
piyopiyo,29,306,9.477124183006536,9,ok
porinntonn,29,306,9.477124183006536,9,ok
reflectias,29,306,9.477124183006536,9,ok
rinriniym,29,306,9.477124183006536,9,ok
ryo4400nana,29,306,9.477124183006536,9,ok
takumimorin,29,306,9.477124183006536,9,ok
tirorin_0612,29,306,9.477124183006536,9,ok
type_zassyoku,29,306,9.477124183006536,9,ok
yamage1008,29,306,9.477124183006536,9,ok
yaubai,29,306,9.477124183006536,9,ok
2gundamRx78,29,306,9.477124183006536,8,ok
3d2,29,306,9.477124183006536,8,ok
decuple,29,306,9.477124183006536,8,ok
euroheat155,29,306,9.477124183006536,8,ok
FormuIa91,29,306,9.477124183006536,8,ok
fubin0625,29,306,9.477124183006536,8,ok
fufu1455_,29,306,9.477124183006536,8,ok
greenbirdex,29,306,9.477124183006536,8,ok
guradora,29,306,9.477124183006536,8,ok
hantsuki,29,306,9.477124183006536,8,ok
hbk,29,306,9.477124183006536,8,ok
KA_CoLA,29,306,9.477124183006536,8,ok
krepanchi02,29,306,9.477124183006536,8,ok
mochi_ria,29,306,9.477124183006536,8,ok
shinikenshi,29,306,9.477124183006536,8,ok
te6_terin,29,306,9.477124183006536,8,ok
wishfeather27,29,306,9.477124183006536,8,ok
wongsiriru,29,306,9.477124183006536,8,ok
0516ao,29,306,9.477124183006536,7,ok
Gipsy_Rainy,29,306,9.477124183006536,7,ok
ikkenn2,29,306,9.477124183006536,7,ok
katori_Liella,29,306,9.477124183006536,7,ok
kshen02,29,306,9.477124183006536,7,ok
mangooo,29,306,9.477124183006536,7,ok
MiRuHi_S,29,306,9.477124183006536,7,ok
mld0bIm,29,306,9.477124183006536,7,ok
r_nyahaha,29,306,9.477124183006536,7,ok
ryui,29,306,9.477124183006536,7,ok
sean_mamoru2112,29,306,9.477124183006536,7,ok
senpiya,29,306,9.477124183006536,7,ok
tanakatosio,29,306,9.477124183006536,7,ok
wtpmjgdabehkn,29,306,9.477124183006536,7,ok
ZUSHIN,29,306,9.477124183006536,7,ok
12sh_uy,29,306,9.477124183006536,6,ok
fate0119_,29,306,9.477124183006536,6,ok
ichikin24,29,306,9.477124183006536,6,ok
inashin02,29,306,9.477124183006536,6,ok
konohitodenasii,29,306,9.477124183006536,6,ok
namtamgo_72,29,306,9.477124183006536,6,ok
rin_1101B,29,306,9.477124183006536,6,ok
saklottolo,29,306,9.477124183006536,6,ok
signum333,29,306,9.477124183006536,6,ok
Yossi_Yossi,29,306,9.477124183006536,6,ok
0Il_Ixi,29,306,9.477124183006536,5,ok
_Xtk52,29,306,9.477124183006536,5,ok
aansail,29,306,9.477124183006536,5,ok
fakedownkim,29,306,9.477124183006536,5,ok
Haze315,29,306,9.477124183006536,5,ok
momokan_0323,29,306,9.477124183006536,5,ok
Nijinatsu331,29,306,9.477124183006536,5,ok
otsu_kananchu,29,306,9.477124183006536,5,ok
Qvb45X,29,306,9.477124183006536,5,ok
Sound_Box,29,306,9.477124183006536,5,ok
tetsu_koro_pc,29,306,9.477124183006536,5,ok
tyokon1280,29,306,9.477124183006536,5,ok
vvagashi,29,306,9.477124183006536,5,ok
yoshitoki_taso,29,306,9.477124183006536,5,ok
abcd0153486jp,29,306,9.477124183006536,4,ok
GSVHarbert,29,306,9.477124183006536,4,ok
HappyDive77,29,306,9.477124183006536,4,ok
jackbompson,29,306,9.477124183006536,4,ok
jirijiri,29,306,9.477124183006536,4,ok
kmiy_168,29,306,9.477124183006536,4,ok
Motiganai,29,306,9.477124183006536,4,ok
Nakisha16huang,29,306,9.477124183006536,4,ok
non_2777,29,306,9.477124183006536,4,ok
saku19667,29,306,9.477124183006536,4,ok
strikerdrago,29,306,9.477124183006536,4,ok
wool_kaza,29,306,9.477124183006536,4,ok
_No1R,29,306,9.477124183006536,3,ok
aki__tea,29,306,9.477124183006536,3,ok
carrot_akn,29,306,9.477124183006536,3,ok
com,29,306,9.477124183006536,3,ok
Constantin,29,306,9.477124183006536,3,ok
DAV0613,29,306,9.477124183006536,3,ok
dragonpong2002,29,306,9.477124183006536,3,ok
Emuenu_Feb,29,306,9.477124183006536,3,ok
gomagjmga,29,306,9.477124183006536,3,ok
hariiruka,29,306,9.477124183006536,3,ok
Hono9ma,29,306,9.477124183006536,3,ok
kto87,29,306,9.477124183006536,3,ok
leporinae8964,29,306,9.477124183006536,3,ok
m_sir00,29,306,9.477124183006536,3,ok
maaya_taso,29,306,9.477124183006536,3,ok
Mizuki_Ichigaya,29,306,9.477124183006536,3,ok
nanasemaru,29,306,9.477124183006536,3,ok
nas_0903,29,306,9.477124183006536,3,ok
nyaaaaankick,29,306,9.477124183006536,3,ok
pino_kamome,29,306,9.477124183006536,3,ok
Reno_Rokka,29,306,9.477124183006536,3,ok
SHINxCO,29,306,9.477124183006536,3,ok
sieda723,29,306,9.477124183006536,3,ok
SltystGm3110,29,306,9.477124183006536,3,ok
steevenasain,29,306,9.477124183006536,3,ok
taozimeijiuyeguangbei,29,306,9.477124183006536,3,ok
tekken_god22,29,306,9.477124183006536,3,ok
Tsubasa,29,306,9.477124183006536,3,ok
wlcjsfud,29,306,9.477124183006536,3,ok
xzanadew779,29,306,9.477124183006536,3,ok
015qoo,29,306,9.477124183006536,2,ok
6600kiyoshi_2,29,306,9.477124183006536,2,ok
874_mix,29,306,9.477124183006536,2,ok
_Kente,29,306,9.477124183006536,2,ok
C3fUm,29,306,9.477124183006536,2,ok
cathsung,29,306,9.477124183006536,2,ok
haarlchv,29,306,9.477124183006536,2,ok
Hibikin,29,306,9.477124183006536,2,ok
imosann,29,306,9.477124183006536,2,ok
Iro_yoha29,29,306,9.477124183006536,2,ok
jl2dx,29,306,9.477124183006536,2,ok
junison912,29,306,9.477124183006536,2,ok
kbsu0553,29,306,9.477124183006536,2,ok
ke05ntok,29,306,9.477124183006536,2,ok
konome_,29,306,9.477124183006536,2,ok
minato_1212_,29,306,9.477124183006536,2,ok
nico_i_lohas,29,306,9.477124183006536,2,ok
nico_walkbear,29,306,9.477124183006536,2,ok
nutella_prod,29,306,9.477124183006536,2,ok
pkn_q8,29,306,9.477124183006536,2,ok
pyua12,29,306,9.477124183006536,2,ok
RSN,29,306,9.477124183006536,2,ok
ryun__ta,29,306,9.477124183006536,2,ok
saya54_,29,306,9.477124183006536,2,ok
shingood98,29,306,9.477124183006536,2,ok
sparklepipsi,29,306,9.477124183006536,2,ok
tmHego_,29,306,9.477124183006536,2,ok
toaru_chu,29,306,9.477124183006536,2,ok
y8Qc5yyAyU7rFFT,29,306,9.477124183006536,2,ok
ya0201ay,29,306,9.477124183006536,2,ok
YazawaMaki_,29,306,9.477124183006536,2,ok
aimu_yd1830,29,306,9.477124183006536,1,ok
Ashe,29,306,9.477124183006536,1,ok
Ashe0519,29,306,9.477124183006536,1,ok
christmas725,29,306,9.477124183006536,1,ok
hitomal1100,29,306,9.477124183006536,1,ok
miyabi_precure,29,306,9.477124183006536,1,ok
nibvZEAyKY6v8OG,29,306,9.477124183006536,1,ok
sa_0710,29,306,9.477124183006536,1,ok
saodakeya39,29,306,9.477124183006536,1,ok
Roselite0118,28,306,9.15032679738562,16,ok
val_1091,28,306,9.15032679738562,15,ok
2ndrod,28,306,9.15032679738562,13,ok
53_tokn_so,28,306,9.15032679738562,13,ok
alcohol_mikan,28,306,9.15032679738562,12,ok
brian_0828,28,306,9.15032679738562,12,ok
Dshiki_0314,28,306,9.15032679738562,12,ok
1u_na,28,306,9.15032679738562,11,ok
cure_cus,28,306,9.15032679738562,11,ok
hematitepmll,28,306,9.15032679738562,11,ok
yukiringo_m,28,306,9.15032679738562,11,ok
F_sakusaku,28,306,9.15032679738562,10,ok
ikuyasam_k,28,306,9.15032679738562,10,ok
jastice0216,28,306,9.15032679738562,10,ok
rinosuke,28,306,9.15032679738562,10,ok
rokumusai,28,306,9.15032679738562,10,ok
T_Zenpai,28,306,9.15032679738562,10,ok
tatti5,28,306,9.15032679738562,10,ok
airdochitose,28,306,9.15032679738562,9,ok
amenoasa.kiri,28,306,9.15032679738562,9,ok
AyaseFbg75,28,306,9.15032679738562,9,ok
citrus_098,28,306,9.15032679738562,9,ok
event_fairy,28,306,9.15032679738562,9,ok
izoona_82se,28,306,9.15032679738562,9,ok
kazusora0920,28,306,9.15032679738562,9,ok
koki_trysail417,28,306,9.15032679738562,9,ok
Lion0513515230,28,306,9.15032679738562,9,ok
skedan7black,28,306,9.15032679738562,9,ok
teetee701kann,28,306,9.15032679738562,9,ok
tokimeki_golem,28,306,9.15032679738562,9,ok
tttksph,28,306,9.15032679738562,9,ok
yunfei,28,306,9.15032679738562,9,ok
277,28,306,9.15032679738562,8,ok
_se77_,28,306,9.15032679738562,8,ok
ABlover_kz,28,306,9.15032679738562,8,ok
ajikitch,28,306,9.15032679738562,8,ok
Caad8Onkt,28,306,9.15032679738562,8,ok
chronos,28,306,9.15032679738562,8,ok
fas_hayato,28,306,9.15032679738562,8,ok
hartmaann112,28,306,9.15032679738562,8,ok
kaigm_ohana,28,306,9.15032679738562,8,ok
kaimps51_1,28,306,9.15032679738562,8,ok
mdop288,28,306,9.15032679738562,8,ok
mocho_rojin,28,306,9.15032679738562,8,ok
mzhzh,28,306,9.15032679738562,8,ok
nzhzpr,28,306,9.15032679738562,8,ok
ogatti_tan,28,306,9.15032679738562,8,ok
orangerwby,28,306,9.15032679738562,8,ok
shirakawa_sei,28,306,9.15032679738562,8,ok
sojyu_bot,28,306,9.15032679738562,8,ok
ybdo,28,306,9.15032679738562,8,ok
_koh_itoh_,28,306,9.15032679738562,7,ok
bkr_aimi,28,306,9.15032679738562,7,ok
chocolatenuts,28,306,9.15032679738562,7,ok
masaglay,28,306,9.15032679738562,7,ok
oboro_ede_,28,306,9.15032679738562,7,ok
oldpier,28,306,9.15032679738562,7,ok
pookyppee,28,306,9.15032679738562,7,ok
saten3333,28,306,9.15032679738562,7,ok
ue_inorin,28,306,9.15032679738562,7,ok
AobaSuki,28,306,9.15032679738562,6,ok
emoringadaisuki,28,306,9.15032679738562,6,ok
eventer_pla,28,306,9.15032679738562,6,ok
fuyu_cue,28,306,9.15032679738562,6,ok
gasu_y,28,306,9.15032679738562,6,ok
genmori,28,306,9.15032679738562,6,ok
kou_eventer,28,306,9.15032679738562,6,ok
koufx_e93LSD,28,306,9.15032679738562,6,ok
kutenruli,28,306,9.15032679738562,6,ok
maron313,28,306,9.15032679738562,6,ok
micchi_nm7,28,306,9.15032679738562,6,ok
pe_toms136,28,306,9.15032679738562,6,ok
plus_k,28,306,9.15032679738562,6,ok
RiN0715,28,306,9.15032679738562,6,ok
SkY_Cazityl,28,306,9.15032679738562,6,ok
yomogimochiLL,28,306,9.15032679738562,6,ok
zenki_S0U,28,306,9.15032679738562,6,ok
abc29427326,28,306,9.15032679738562,5,ok
gochiusa0410,28,306,9.15032679738562,5,ok
gs2123,28,306,9.15032679738562,5,ok
hokkorikka,28,306,9.15032679738562,5,ok
k4blammo,28,306,9.15032679738562,5,ok
LoveLivetrain32,28,306,9.15032679738562,5,ok
maccha_gelato,28,306,9.15032679738562,5,ok
MIN_kk07,28,306,9.15032679738562,5,ok
neg_enroute,28,306,9.15032679738562,5,ok
PeriPeri,28,306,9.15032679738562,5,ok
Ryan,28,306,9.15032679738562,5,ok
SmilingSpiral,28,306,9.15032679738562,5,ok
totalpiper,28,306,9.15032679738562,5,ok
Wizongod,28,306,9.15032679738562,5,ok
Yes_lulucan,28,306,9.15032679738562,5,ok
yluidsaai417,28,306,9.15032679738562,5,ok
yushi_star,28,306,9.15032679738562,5,ok
Akaihosh5950,28,306,9.15032679738562,4,ok
akiiishiii,28,306,9.15032679738562,4,ok
BACH,28,306,9.15032679738562,4,ok
bell9201,28,306,9.15032679738562,4,ok
Ikazuchis_diary,28,306,9.15032679738562,4,ok
kinorikin,28,306,9.15032679738562,4,ok
kokusin_umi,28,306,9.15032679738562,4,ok
Neophilia,28,306,9.15032679738562,4,ok
no_llic_,28,306,9.15032679738562,4,ok
repineviolet,28,306,9.15032679738562,4,ok
s0405,28,306,9.15032679738562,4,ok
shiraitodai_hs,28,306,9.15032679738562,4,ok
Shu_12S,28,306,9.15032679738562,4,ok
starlight_nanjo,28,306,9.15032679738562,4,ok
vol1034,28,306,9.15032679738562,4,ok
Yankee9837,28,306,9.15032679738562,4,ok
1585350653,28,306,9.15032679738562,3,ok
a12582002,28,306,9.15032679738562,3,ok
K4zuhira_kun,28,306,9.15032679738562,3,ok
lcrbreaker,28,306,9.15032679738562,3,ok
miyabitt_0302,28,306,9.15032679738562,3,ok
miyakuni_akari,28,306,9.15032679738562,3,ok
mok9096,28,306,9.15032679738562,3,ok
pockyG89,28,306,9.15032679738562,3,ok
ppElisha219,28,306,9.15032679738562,3,ok
subtract_x,28,306,9.15032679738562,3,ok
suika_games,28,306,9.15032679738562,3,ok
yo2p,28,306,9.15032679738562,3,ok
zyszys1234,28,306,9.15032679738562,3,ok
2567646130,28,306,9.15032679738562,2,ok
auther77,28,306,9.15032679738562,2,ok
c25423,28,306,9.15032679738562,2,ok
himajin009a,28,306,9.15032679738562,2,ok
keynu0117,28,306,9.15032679738562,2,ok
maron,28,306,9.15032679738562,2,ok
nakonakoyaaa,28,306,9.15032679738562,2,ok
RanTk,28,306,9.15032679738562,2,ok
Taz926Taz,28,306,9.15032679738562,2,ok
umaumaiy,28,306,9.15032679738562,2,ok
yangyunying258,28,306,9.15032679738562,2,ok
yoshi85174869,28,306,9.15032679738562,2,ok
yui1997_c,28,306,9.15032679738562,2,ok
zhxhfl0309,28,306,9.15032679738562,2,ok
cocoranchi,27,306,8.823529411764707,15,ok
bgpyb775,27,306,8.823529411764707,14,ok
kin0nik,27,306,8.823529411764707,13,ok
swiminthewaterwata,27,306,8.823529411764707,13,ok
matchan1093,27,306,8.823529411764707,12,ok
pbqbl,27,306,8.823529411764707,12,ok
Youjyo_Daisuki,27,306,8.823529411764707,12,ok
Z_ivent,27,306,8.823529411764707,12,ok
Clarafa__,27,306,8.823529411764707,11,ok
gomgom0712,27,306,8.823529411764707,11,ok
Ima_bh02,27,306,8.823529411764707,11,ok
inago_773,27,306,8.823529411764707,11,ok
kotoriechika,27,306,8.823529411764707,11,ok
nagi_t0716,27,306,8.823529411764707,11,ok
ruwebs,27,306,8.823529411764707,11,ok
takdrive,27,306,8.823529411764707,11,ok
tashmello,27,306,8.823529411764707,11,ok
yuki_r,27,306,8.823529411764707,11,ok
Aliveshizu_sk,27,306,8.823529411764707,10,ok
beshi502,27,306,8.823529411764707,10,ok
Cory_doras_yk,27,306,8.823529411764707,10,ok
dokuromima,27,306,8.823529411764707,10,ok
gudo_n_,27,306,8.823529411764707,10,ok
Lequipe_,27,306,8.823529411764707,10,ok
lovelive_252520,27,306,8.823529411764707,10,ok
minicbm,27,306,8.823529411764707,10,ok
nanoni_kana,27,306,8.823529411764707,10,ok
omutti21,27,306,8.823529411764707,10,ok
rakugaki8177_1,27,306,8.823529411764707,10,ok
shsmta,27,306,8.823529411764707,10,ok
takahina17,27,306,8.823529411764707,10,ok
BambooRider85,27,306,8.823529411764707,9,ok
cesario_7,27,306,8.823529411764707,9,ok
fuji_jolno,27,306,8.823529411764707,9,ok
kirarinriki,27,306,8.823529411764707,9,ok
kunonon,27,306,8.823529411764707,9,ok
roiti333,27,306,8.823529411764707,9,ok
SGSWfumi,27,306,8.823529411764707,9,ok
taa_minori,27,306,8.823529411764707,9,ok
wantan745,27,306,8.823529411764707,9,ok
1998100324yu,27,306,8.823529411764707,8,ok
bw_pak,27,306,8.823529411764707,8,ok
CheGaTac,27,306,8.823529411764707,8,ok
deep_purpooo,27,306,8.823529411764707,8,ok
gadget_try,27,306,8.823529411764707,8,ok
hirabaru_hi17,27,306,8.823529411764707,8,ok
jimmy___,27,306,8.823529411764707,8,ok
LiK_BUH1018,27,306,8.823529411764707,8,ok
rodopedoro,27,306,8.823529411764707,8,ok
rogela_backup,27,306,8.823529411764707,8,ok
s_sayama,27,306,8.823529411764707,8,ok
