user,listened,total,percentage,hits,status
zpdldhs0,23,306,7.516339869281046,2,ok
cuuuube_km,22,306,7.18954248366013,21,ok
syarutann,22,306,7.18954248366013,20,ok
korn1192bear,22,306,7.18954248366013,15,ok
aren01,22,306,7.18954248366013,13,ok
gemini__brother,22,306,7.18954248366013,12,ok
nanasakiAI1234,22,306,7.18954248366013,12,ok
ClowShinrou,22,306,7.18954248366013,11,ok
garnet_017,22,306,7.18954248366013,11,ok
INA0170,22,306,7.18954248366013,11,ok
Masabo_HDA,22,306,7.18954248366013,11,ok
adachijapan3,22,306,7.18954248366013,10,ok
DreamDrive787,22,306,7.18954248366013,10,ok
HINA_cafaholic,22,306,7.18954248366013,10,ok
lpt_voltecker,22,306,7.18954248366013,10,ok
yashi_1224,22,306,7.18954248366013,10,ok
yosuu_d,22,306,7.18954248366013,10,ok
aaa1349,22,306,7.18954248366013,9,ok
C_yoshinori,22,306,7.18954248366013,9,ok
DomiKounosuke,22,306,7.18954248366013,9,ok
riz,22,306,7.18954248366013,9,ok
toshiki_0101,22,306,7.18954248366013,9,ok
y_y_mofu_mofu,22,306,7.18954248366013,9,ok
YKO,22,306,7.18954248366013,9,ok
caz_sgks,22,306,7.18954248366013,8,ok
chishang125,22,306,7.18954248366013,8,ok
D4C,22,306,7.18954248366013,8,ok
gomasaba,22,306,7.18954248366013,8,ok
hanedaroberto,22,306,7.18954248366013,8,ok
kama13903,22,306,7.18954248366013,8,ok
mazeclow,22,306,7.18954248366013,8,ok
mysterist,22,306,7.18954248366013,8,ok
nan,22,306,7.18954248366013,8,ok
orangezaku,22,306,7.18954248366013,8,ok
sakkun0913,22,306,7.18954248366013,8,ok
sieben_akY,22,306,7.18954248366013,8,ok
souyasubaru,22,306,7.18954248366013,8,ok
TIME_F0R_TEA,22,306,7.18954248366013,8,ok
tt_tomaton,22,306,7.18954248366013,8,ok
_t_choco,22,306,7.18954248366013,7,ok
daichi_rin_oshi,22,306,7.18954248366013,7,ok
DONKEY1951,22,306,7.18954248366013,7,ok
foxword03,22,306,7.18954248366013,7,ok
fusugi,22,306,7.18954248366013,7,ok
himagine66,22,306,7.18954248366013,7,ok
Ibuki_Foru,22,306,7.18954248366013,7,ok
ikanagon,22,306,7.18954248366013,7,ok
keikyu_wing,22,306,7.18954248366013,7,ok
kommunityhell,22,306,7.18954248366013,7,ok
koutya_c3,22,306,7.18954248366013,7,ok
Lemontea,22,306,7.18954248366013,7,ok
morinokuma,22,306,7.18954248366013,7,ok
nadekosneak,22,306,7.18954248366013,7,ok
nt1mi22,22,306,7.18954248366013,7,ok
pacapacaRpaca,22,306,7.18954248366013,7,ok
r2works,22,306,7.18954248366013,7,ok
rikkun803,22,306,7.18954248366013,7,ok
rokugou3,22,306,7.18954248366013,7,ok
scarlet0504,22,306,7.18954248366013,7,ok
tchoco,22,306,7.18954248366013,7,ok
Umisuika,22,306,7.18954248366013,7,ok
vegamomo,22,306,7.18954248366013,7,ok
wakubanana,22,306,7.18954248366013,7,ok
watson0310,22,306,7.18954248366013,7,ok
yamachan_375,22,306,7.18954248366013,7,ok
22_1_99,22,306,7.18954248366013,6,ok
33ki,22,306,7.18954248366013,6,ok
77sacredforce,22,306,7.18954248366013,6,ok
__mmyts,22,306,7.18954248366013,6,ok
akira_rugby,22,306,7.18954248366013,6,ok
canon4271,22,306,7.18954248366013,6,ok
Crystalniconico,22,306,7.18954248366013,6,ok
eiran_11,22,306,7.18954248366013,6,ok
falkata,22,306,7.18954248366013,6,ok
gannosuke79,22,306,7.18954248366013,6,ok
kake_chan,22,306,7.18954248366013,6,ok
kana_kin713,22,306,7.18954248366013,6,ok
keiryu342,22,306,7.18954248366013,6,ok
kyaro,22,306,7.18954248366013,6,ok
lh_e66,22,306,7.18954248366013,6,ok
MaZqz,22,306,7.18954248366013,6,ok
milkpich,22,306,7.18954248366013,6,ok
Myname_is_Yuto,22,306,7.18954248366013,6,ok
NowOnHero,22,306,7.18954248366013,6,ok
pineapple613,22,306,7.18954248366013,6,ok
POIPOIMAAYA,22,306,7.18954248366013,6,ok
purple_iris0,22,306,7.18954248366013,6,ok
Ruikyan_,22,306,7.18954248366013,6,ok
sokolive,22,306,7.18954248366013,6,ok
tokag_e,22,306,7.18954248366013,6,ok
transhe,22,306,7.18954248366013,6,ok
tsucchi,22,306,7.18954248366013,6,ok
ailnsui,22,306,7.18954248366013,5,ok
athra517,22,306,7.18954248366013,5,ok
best_tubuko_JP,22,306,7.18954248366013,5,ok
Dame__Tamago,22,306,7.18954248366013,5,ok
desuros,22,306,7.18954248366013,5,ok
ex_mono,22,306,7.18954248366013,5,ok
gawao_12,22,306,7.18954248366013,5,ok
gomyo,22,306,7.18954248366013,5,ok
GX55944362,22,306,7.18954248366013,5,ok
holmesasn,22,306,7.18954248366013,5,ok
HonoZaurus,22,306,7.18954248366013,5,ok
immr_ay,22,306,7.18954248366013,5,ok
ka_keiei_,22,306,7.18954248366013,5,ok
kagonuke_k16,22,306,7.18954248366013,5,ok
kanade_wanko,22,306,7.18954248366013,5,ok
kashiwa27cal,22,306,7.18954248366013,5,ok
katsura394,22,306,7.18954248366013,5,ok
kke_bemani,22,306,7.18954248366013,5,ok
menhealer_otaku,22,306,7.18954248366013,5,ok
minamimo215,22,306,7.18954248366013,5,ok
nagi_Sakurage,22,306,7.18954248366013,5,ok
nomow_fa,22,306,7.18954248366013,5,ok
otokentu,22,306,7.18954248366013,5,ok
P_is_Yorimoi,22,306,7.18954248366013,5,ok
Ponytails35,22,306,7.18954248366013,5,ok
push,22,306,7.18954248366013,5,ok
reburosu,22,306,7.18954248366013,5,ok
RipperLo,22,306,7.18954248366013,5,ok
s_taro_,22,306,7.18954248366013,5,ok
SeeK_Lov,22,306,7.18954248366013,5,ok
shimubou,22,306,7.18954248366013,5,ok
shin252521,22,306,7.18954248366013,5,ok
sksksakuya,22,306,7.18954248366013,5,ok
stmake_pate,22,306,7.18954248366013,5,ok
suna201,22,306,7.18954248366013,5,ok
takenoko_pro,22,306,7.18954248366013,5,ok
tonaben489,22,306,7.18954248366013,5,ok
tukiakari,22,306,7.18954248366013,5,ok
ura_bialds72,22,306,7.18954248366013,5,ok
VoyageTz31,22,306,7.18954248366013,5,ok
WDP,22,306,7.18954248366013,5,ok
woo_331,22,306,7.18954248366013,5,ok
yatuhata,22,306,7.18954248366013,5,ok
yurinyan_pi,22,306,7.18954248366013,5,ok
_1C_rs_,22,306,7.18954248366013,4,ok
Aegis07cc,22,306,7.18954248366013,4,ok
aisakanon_,22,306,7.18954248366013,4,ok
BREATH,22,306,7.18954248366013,4,ok
categoraized,22,306,7.18954248366013,4,ok
chiso1873,22,306,7.18954248366013,4,ok
CNA_Bld,22,306,7.18954248366013,4,ok
cyma_ds,22,306,7.18954248366013,4,ok
erickamkam,22,306,7.18954248366013,4,ok
GORO,22,306,7.18954248366013,4,ok
GSaberlily725,22,306,7.18954248366013,4,ok
katusa218,22,306,7.18954248366013,4,ok
Lusty_P,22,306,7.18954248366013,4,ok
minto,22,306,7.18954248366013,4,ok
nisi0624,22,306,7.18954248366013,4,ok
nsk141127,22,306,7.18954248366013,4,ok
Riko__Nozomi,22,306,7.18954248366013,4,ok
risuyuy,22,306,7.18954248366013,4,ok
RT_879,22,306,7.18954248366013,4,ok
tmc_forever,22,306,7.18954248366013,4,ok
toy_rin,22,306,7.18954248366013,4,ok
yorokses1,22,306,7.18954248366013,4,ok
yuzutetsu1,22,306,7.18954248366013,4,ok
64bit,22,306,7.18954248366013,3,ok
aimisedai,22,306,7.18954248366013,3,ok
Ayase_eagles,22,306,7.18954248366013,3,ok
Backspe,22,306,7.18954248366013,3,ok
c500702081,22,306,7.18954248366013,3,ok
chardashlove,22,306,7.18954248366013,3,ok
chinhee9068,22,306,7.18954248366013,3,ok
cutc77803,22,306,7.18954248366013,3,ok
ebbandf10w2013,22,306,7.18954248366013,3,ok
Gorillaz,22,306,7.18954248366013,3,ok
hamakoo414,22,306,7.18954248366013,3,ok
Ichinose_Mihane,22,306,7.18954248366013,3,ok
Imomori_Aya,22,306,7.18954248366013,3,ok
issa3538,22,306,7.18954248366013,3,ok
k_usamin,22,306,7.18954248366013,3,ok
mizukappu_QAQ,22,306,7.18954248366013,3,ok
nazfinalvent,22,306,7.18954248366013,3,ok
NsxQh7,22,306,7.18954248366013,3,ok
okuboka,22,306,7.18954248366013,3,ok
remi3310,22,306,7.18954248366013,3,ok
ruoyu_YUP,22,306,7.18954248366013,3,ok
ryoririri,22,306,7.18954248366013,3,ok
Ryu_7_COYG,22,306,7.18954248366013,3,ok
siro__yan,22,306,7.18954248366013,3,ok
surf_coaster,22,306,7.18954248366013,3,ok
taimiao,22,306,7.18954248366013,3,ok
UmiMegami,22,306,7.18954248366013,3,ok
3284allegro,22,306,7.18954248366013,2,ok
7K_teenCrisis,22,306,7.18954248366013,2,ok
Aki1238,22,306,7.18954248366013,2,ok
AL2ata,22,306,7.18954248366013,2,ok
aot_to_talk,22,306,7.18954248366013,2,ok
aya_maruyama,22,306,7.18954248366013,2,ok
bandorisaikoo,22,306,7.18954248366013,2,ok
chenzihan_666,22,306,7.18954248366013,2,ok
dozaemon2006,22,306,7.18954248366013,2,ok
EndCredits,22,306,7.18954248366013,2,ok
Feyw,22,306,7.18954248366013,2,ok
ichijou29,22,306,7.18954248366013,2,ok
jeffery8226x,22,306,7.18954248366013,2,ok
kaettekita_man,22,306,7.18954248366013,2,ok
Kinoko_yc,22,306,7.18954248366013,2,ok
kmyxxx,22,306,7.18954248366013,2,ok
kokose360,22,306,7.18954248366013,2,ok
lindo_thunder,22,306,7.18954248366013,2,ok
luvia999,22,306,7.18954248366013,2,ok
Lyleroz,22,306,7.18954248366013,2,ok
makkingdorrow,22,306,7.18954248366013,2,ok
mikage1192,22,306,7.18954248366013,2,ok
mn0310BangDream,22,306,7.18954248366013,2,ok
nrysm,22,306,7.18954248366013,2,ok
nyaashin,22,306,7.18954248366013,2,ok
TcE531_,22,306,7.18954248366013,2,ok
trick_star0083,22,306,7.18954248366013,2,ok
x_kenchan_x,22,306,7.18954248366013,2,ok
xx_kenchan_xx,22,306,7.18954248366013,2,ok
Xx_yacchi_xX,22,306,7.18954248366013,2,ok
yokkun21919,22,306,7.18954248366013,2,ok
You_minami_,22,306,7.18954248366013,2,ok
dont_BanV,22,306,7.18954248366013,1,ok
hasimori_yomori,22,306,7.18954248366013,1,ok
higehatter_KEN,22,306,7.18954248366013,1,ok
kayanon315,22,306,7.18954248366013,1,ok
koku_5566,22,306,7.18954248366013,1,ok
madoka_777,22,306,7.18954248366013,1,ok
ponta_sphere10s,22,306,7.18954248366013,1,ok
Sirasagi_Cisato,22,306,7.18954248366013,1,ok
sugi_typeR,22,306,7.18954248366013,1,ok
t621_mj,22,306,7.18954248366013,1,ok
tonka____,21,306,6.862745098039216,14,ok
nonam3,21,306,6.862745098039216,12,ok
KEN1024AI,21,306,6.862745098039216,11,ok
redbeer_takeshi,21,306,6.862745098039216,11,ok
rub_a_dob,21,306,6.862745098039216,11,ok
ryotohmi,21,306,6.862745098039216,11,ok
terasugitter,21,306,6.862745098039216,11,ok
papapaaman,21,306,6.862745098039216,10,ok
sakananoayu,21,306,6.862745098039216,10,ok
tarumae_tintin,21,306,6.862745098039216,10,ok
tyatyamaru786,21,306,6.862745098039216,10,ok
Vanishing_Age,21,306,6.862745098039216,10,ok
crispysadawo,21,306,6.862745098039216,9,ok
cyan_milkian,21,306,6.862745098039216,9,ok
i_am_eventer,21,306,6.862745098039216,9,ok
jxatmm3,21,306,6.862745098039216,9,ok
light_pawapoke,21,306,6.862745098039216,9,ok
yuya_srx,21,306,6.862745098039216,9,ok
btrusrmy,21,306,6.862745098039216,8,ok
chekki,21,306,6.862745098039216,8,ok
j0y_b0y,21,306,6.862745098039216,8,ok
kasunoko,21,306,6.862745098039216,8,ok
KogponPR,21,306,6.862745098039216,8,ok
nk_rkym,21,306,6.862745098039216,8,ok
pai2h,21,306,6.862745098039216,8,ok
syarurusakuya,21,306,6.862745098039216,8,ok
UrikoLove,21,306,6.862745098039216,8,ok
warabi_209,21,306,6.862745098039216,8,ok
15k_gin7,21,306,6.862745098039216,7,ok
_aschan,21,306,6.862745098039216,7,ok
_az_33,21,306,6.862745098039216,7,ok
akekko61,21,306,6.862745098039216,7,ok
blue_let0kudake,21,306,6.862745098039216,7,ok
drop0415,21,306,6.862745098039216,7,ok
Eugene_S,21,306,6.862745098039216,7,ok
Fai_ry_Cats,21,306,6.862745098039216,7,ok
fujishige1221,21,306,6.862745098039216,7,ok
getride_,21,306,6.862745098039216,7,ok
Highball900mL,21,306,6.862745098039216,7,ok
moorin_RR,21,306,6.862745098039216,7,ok
nassy51f,21,306,6.862745098039216,7,ok
perico2321,21,306,6.862745098039216,7,ok
ruoneoXT,21,306,6.862745098039216,7,ok
shilphyHAL,21,306,6.862745098039216,7,ok
snowmemory26,21,306,6.862745098039216,7,ok
Sorakanadechan,21,306,6.862745098039216,7,ok
syatuel,21,306,6.862745098039216,7,ok
Takoyaki_IMT,21,306,6.862745098039216,7,ok
terryyukh,21,306,6.862745098039216,7,ok
UDONfrom1221,21,306,6.862745098039216,7,ok
yossyda_39,21,306,6.862745098039216,7,ok
yu_sonic417,21,306,6.862745098039216,7,ok
_lilac_yk,21,306,6.862745098039216,6,ok
AgriPB,21,306,6.862745098039216,6,ok
allen0517,21,306,6.862745098039216,6,ok
arbshortcake,21,306,6.862745098039216,6,ok
AyairoSeed,21,306,6.862745098039216,6,ok
brown_lemon,21,306,6.862745098039216,6,ok
cata1y,21,306,6.862745098039216,6,ok
checkers,21,306,6.862745098039216,6,ok
goikpo,21,306,6.862745098039216,6,ok
jimitetsu,21,306,6.862745098039216,6,ok
Karen_Axela,21,306,6.862745098039216,6,ok
Kei_523,21,306,6.862745098039216,6,ok
Kosuzu_Amazing,21,306,6.862745098039216,6,ok
long_away_from,21,306,6.862745098039216,6,ok
mistei_plus,21,306,6.862745098039216,6,ok
nay43at,21,306,6.862745098039216,6,ok
neko_rin,21,306,6.862745098039216,6,ok
revo_0310,21,306,6.862745098039216,6,ok
riria_yoshiki,21,306,6.862745098039216,6,ok
sagi26412,21,306,6.862745098039216,6,ok
shiromohu,21,306,6.862745098039216,6,ok
siline6107,21,306,6.862745098039216,6,ok
sk_,21,306,6.862745098039216,6,ok
t_arisu_rab,21,306,6.862745098039216,6,ok
tnftyh810,21,306,6.862745098039216,6,ok
wonderland,21,306,6.862745098039216,6,ok
yoshiaki_2427,21,306,6.862745098039216,6,ok
1_Shi_Ho,21,306,6.862745098039216,5,ok
__sa,21,306,6.862745098039216,5,ok
akisg,21,306,6.862745098039216,5,ok
aquanaut_314,21,306,6.862745098039216,5,ok
ED24700481,21,306,6.862745098039216,5,ok
F_Gakepputi,21,306,6.862745098039216,5,ok
fav_hobby_mitsu,21,306,6.862745098039216,5,ok
gomaabura_try,21,306,6.862745098039216,5,ok
GRKB_krwy,21,306,6.862745098039216,5,ok
hiinaataa0329,21,306,6.862745098039216,5,ok
Itsuki_9535,21,306,6.862745098039216,5,ok
Kanaderuu,21,306,6.862745098039216,5,ok
kannagi66727,21,306,6.862745098039216,5,ok
kurotohime,21,306,6.862745098039216,5,ok
LysGracieux_511,21,306,6.862745098039216,5,ok
maaya_salt,21,306,6.862745098039216,5,ok
nanamitime,21,306,6.862745098039216,5,ok
Nocturne0216s,21,306,6.862745098039216,5,ok
noizm,21,306,6.862745098039216,5,ok
nununuttyo,21,306,6.862745098039216,5,ok
ossan_110,21,306,6.862745098039216,5,ok
ryo_eagles,21,306,6.862745098039216,5,ok
SALTY979,21,306,6.862745098039216,5,ok
senbei_fortune,21,306,6.862745098039216,5,ok
sy_5n,21,306,6.862745098039216,5,ok
TECHOMOCHI_,21,306,6.862745098039216,5,ok
terako219,21,306,6.862745098039216,5,ok
tsukingkong,21,306,6.862745098039216,5,ok
wakaharuyuPP,21,306,6.862745098039216,5,ok
yuuyuu_7,21,306,6.862745098039216,5,ok
Aqours_anshuka,21,306,6.862745098039216,4,ok
axler3500,21,306,6.862745098039216,4,ok
ayasa_soma,21,306,6.862745098039216,4,ok
ayasa_soma_1,21,306,6.862745098039216,4,ok
behoimi,21,306,6.862745098039216,4,ok
chokorei7,21,306,6.862745098039216,4,ok
for_homes,21,306,6.862745098039216,4,ok
honeywaterlemon,21,306,6.862745098039216,4,ok
kei7aUMi,21,306,6.862745098039216,4,ok
kiki_kaikai,21,306,6.862745098039216,4,ok
kiyowananuko,21,306,6.862745098039216,4,ok
kkz_ria,21,306,6.862745098039216,4,ok
mag_rou,21,306,6.862745098039216,4,ok
miya_td_13,21,306,6.862745098039216,4,ok
mohe_coco,21,306,6.862745098039216,4,ok
pad_hakako,21,306,6.862745098039216,4,ok
Re_Sa_or_Na,21,306,6.862745098039216,4,ok
retrospectivek2,21,306,6.862745098039216,4,ok
run_,21,306,6.862745098039216,4,ok
Salvere555,21,306,6.862745098039216,4,ok
SN00201,21,306,6.862745098039216,4,ok
takechi,21,306,6.862745098039216,4,ok
triplemini3356,21,306,6.862745098039216,4,ok
UsSrn_Gu15,21,306,6.862745098039216,4,ok
Usu__LL,21,306,6.862745098039216,4,ok
39751323nmi,21,306,6.862745098039216,3,ok
3gt46,21,306,6.862745098039216,3,ok
45o2,21,306,6.862745098039216,3,ok
_kurax3,21,306,6.862745098039216,3,ok
abua_levocla,21,306,6.862745098039216,3,ok
ajtgpjd,21,306,6.862745098039216,3,ok
Akad0ri,21,306,6.862745098039216,3,ok
bd_romu,21,306,6.862745098039216,3,ok
CHISATO__TO,21,306,6.862745098039216,3,ok
edaomo,21,306,6.862745098039216,3,ok
f800gt_mog_712,21,306,6.862745098039216,3,ok
fishimage1992,21,306,6.862745098039216,3,ok
garikson,21,306,6.862745098039216,3,ok
golf_ranko,21,306,6.862745098039216,3,ok
hks1010_a,21,306,6.862745098039216,3,ok
holo774,21,306,6.862745098039216,3,ok
huo__long,21,306,6.862745098039216,3,ok
hyouketuhiro,21,306,6.862745098039216,3,ok
jol7_lli,21,306,6.862745098039216,3,ok
kasmiya,21,306,6.862745098039216,3,ok
kirongumist,21,306,6.862745098039216,3,ok
kizunaamigo,21,306,6.862745098039216,3,ok
krsn_0408,21,306,6.862745098039216,3,ok
leftvtrover,21,306,6.862745098039216,3,ok
LoveKK_0204,21,306,6.862745098039216,3,ok
masa114,21,306,6.862745098039216,3,ok
masa_0817,21,306,6.862745098039216,3,ok
mbqjt282,21,306,6.862745098039216,3,ok
mercury2radio,21,306,6.862745098039216,3,ok
nashihisan,21,306,6.862745098039216,3,ok
nettle,21,306,6.862745098039216,3,ok
nzysr17,21,306,6.862745098039216,3,ok
penguin_local,21,306,6.862745098039216,3,ok
rona,21,306,6.862745098039216,3,ok
sacraneco,21,306,6.862745098039216,3,ok
sazanka_lubby,21,306,6.862745098039216,3,ok
sendaixxxxcity,21,306,6.862745098039216,3,ok
shinokichi_1110,21,306,6.862745098039216,3,ok
skh373,21,306,6.862745098039216,3,ok
sora665000,21,306,6.862745098039216,3,ok
t_toshisan,21,306,6.862745098039216,3,ok
tomhawk0,21,306,6.862745098039216,3,ok
tomo_k4869,21,306,6.862745098039216,3,ok
tunayosi7th_hvn,21,306,6.862745098039216,3,ok
WJH,21,306,6.862745098039216,3,ok
y_zrrh,21,306,6.862745098039216,3,ok
ynu_suwa,21,306,6.862745098039216,3,ok
asano_perfume,21,306,6.862745098039216,2,ok
batman_zo521,21,306,6.862745098039216,2,ok
daidai20010304,21,306,6.862745098039216,2,ok
DEXIT,21,306,6.862745098039216,2,ok
dreamer199506,21,306,6.862745098039216,2,ok
haruume_scm,21,306,6.862745098039216,2,ok
hrk_sek_M,21,306,6.862745098039216,2,ok
Kaizoku_King__,21,306,6.862745098039216,2,ok
kanamachi_off,21,306,6.862745098039216,2,ok
kokoro202,21,306,6.862745098039216,2,ok
lilydgc,21,306,6.862745098039216,2,ok
littlejh2005,21,306,6.862745098039216,2,ok
mmrnpp,21,306,6.862745098039216,2,ok
NeodymBox,21,306,6.862745098039216,2,ok
notyourproblem,21,306,6.862745098039216,2,ok
pepsi_cola_man,21,306,6.862745098039216,2,ok
pullmeunder,21,306,6.862745098039216,2,ok
Ragethis,21,306,6.862745098039216,2,ok
ramginn_yryr,21,306,6.862745098039216,2,ok
Saitofaith,21,306,6.862745098039216,2,ok
seedsdinning,21,306,6.862745098039216,2,ok
torme2000,21,306,6.862745098039216,2,ok
Uta_rinlove1216,21,306,6.862745098039216,2,ok
varacuda2645,21,306,6.862745098039216,2,ok
vettel07_777,21,306,6.862745098039216,2,ok
wang804799287,21,306,6.862745098039216,2,ok
wisper_wise,21,306,6.862745098039216,2,ok
you075,21,306,6.862745098039216,2,ok
yugu_rotte_toy,21,306,6.862745098039216,2,ok
ASH_274,21,306,6.862745098039216,1,ok
Bally_Bornet,21,306,6.862745098039216,1,ok
beniiroreizu,21,306,6.862745098039216,1,ok
ejfdl1,21,306,6.862745098039216,1,ok
enomototakashi,21,306,6.862745098039216,1,ok
gizmode839347,21,306,6.862745098039216,1,ok
Keigoku_niku,21,306,6.862745098039216,1,ok
kiyokawaV1,21,306,6.862745098039216,1,ok
korokke,21,306,6.862745098039216,1,ok
kouki.fc.506,21,306,6.862745098039216,1,ok
kuni93,21,306,6.862745098039216,1,ok
lanser4143769,21,306,6.862745098039216,1,ok
masterkeaton,21,306,6.862745098039216,1,ok
maxlin,21,306,6.862745098039216,1,ok
mintobaffalo,21,306,6.862745098039216,1,ok
nonta_kyoto77,21,306,6.862745098039216,1,ok
Oaser,21,306,6.862745098039216,1,ok
peorth0720,21,306,6.862745098039216,1,ok
popo_uyuu,21,306,6.862745098039216,1,ok
projectseemless,21,306,6.862745098039216,1,ok
reimu,21,306,6.862745098039216,1,ok
sausagehead,21,306,6.862745098039216,1,ok
schoolzoon7131,21,306,6.862745098039216,1,ok
SeaN_tSe,21,306,6.862745098039216,1,ok
sosnoharuhi,21,306,6.862745098039216,1,ok
soulmate9147,21,306,6.862745098039216,1,ok
sutopuri77,21,306,6.862745098039216,1,ok
tooboerakuma,21,306,6.862745098039216,1,ok
voltagenainteen,21,306,6.862745098039216,1,ok
yakiudon_tw,21,306,6.862745098039216,1,ok
meow_929,20,306,6.535947712418301,14,ok
Reira_777,20,306,6.535947712418301,13,ok
HBcDs,20,306,6.535947712418301,12,ok
futamu_run_111,20,306,6.535947712418301,11,ok
kzsrmm,20,306,6.535947712418301,10,ok
p_tolemy0,20,306,6.535947712418301,10,ok
yasuko0084,20,306,6.535947712418301,10,ok
black0103,20,306,6.535947712418301,9,ok
mirabeila3,20,306,6.535947712418301,9,ok
443Moon,20,306,6.535947712418301,8,ok
ajiro14,20,306,6.535947712418301,8,ok
eiji071001,20,306,6.535947712418301,8,ok
mryktys,20,306,6.535947712418301,8,ok
NRusi,20,306,6.535947712418301,8,ok
OH_1315_,20,306,6.535947712418301,8,ok
saya_sayatinn_,20,306,6.535947712418301,8,ok
tomo_mimo,20,306,6.535947712418301,8,ok
white_wing_117,20,306,6.535947712418301,8,ok
yaugor,20,306,6.535947712418301,8,ok
yuh_pana,20,306,6.535947712418301,8,ok
0_157a_a,20,306,6.535947712418301,7,ok
ash01duelink,20,306,6.535947712418301,7,ok
bbbyokon,20,306,6.535947712418301,7,ok
chokko_a,20,306,6.535947712418301,7,ok
crossly_hy,20,306,6.535947712418301,7,ok
doujan2,20,306,6.535947712418301,7,ok
drache_h02,20,306,6.535947712418301,7,ok
etamaruNyan,20,306,6.535947712418301,7,ok
fesiawind,20,306,6.535947712418301,7,ok
hamyu044,20,306,6.535947712418301,7,ok
hmkmsn14,20,306,6.535947712418301,7,ok
kikirara1357,20,306,6.535947712418301,7,ok
loven2,20,306,6.535947712418301,7,ok
mmzkzk,20,306,6.535947712418301,7,ok
saitaman_27,20,306,6.535947712418301,7,ok
Sakura_Ayq,20,306,6.535947712418301,7,ok
sha_choP,20,306,6.535947712418301,7,ok
smorita,20,306,6.535947712418301,7,ok
sphere_1115,20,306,6.535947712418301,7,ok
style_tiachan,20,306,6.535947712418301,7,ok
ari_yuikaori,20,306,6.535947712418301,6,ok
charlie_hmy,20,306,6.535947712418301,6,ok
chuxxxdon,20,306,6.535947712418301,6,ok
derbyjocky223,20,306,6.535947712418301,6,ok
fs017182,20,306,6.535947712418301,6,ok
fuka0728,20,306,6.535947712418301,6,ok
gab_1123,20,306,6.535947712418301,6,ok
Giss_0213,20,306,6.535947712418301,6,ok
grgreen_onion,20,306,6.535947712418301,6,ok
Habakyan,20,306,6.535947712418301,6,ok
hinlai96,20,306,6.535947712418301,6,ok
kumasplovdream,20,306,6.535947712418301,6,ok
LAIKANGHUNG,20,306,6.535947712418301,6,ok
mikan_mkyk,20,306,6.535947712418301,6,ok
pierrotpcs,20,306,6.535947712418301,6,ok
Ryo2_ty,20,306,6.535947712418301,6,ok
sasaki_afilia,20,306,6.535947712418301,6,ok
sbIMtown,20,306,6.535947712418301,6,ok
syokou_818,20,306,6.535947712418301,6,ok
tb4071,20,306,6.535947712418301,6,ok
yayoi_izumi,20,306,6.535947712418301,6,ok
you506_5,20,306,6.535947712418301,6,ok
yws_77,20,306,6.535947712418301,6,ok
adashima,20,306,6.535947712418301,5,ok
amazu_noeme,20,306,6.535947712418301,5,ok
asuraso,20,306,6.535947712418301,5,ok
avataremie,20,306,6.535947712418301,5,ok
bf_hrmaky,20,306,6.535947712418301,5,ok
forest020407,20,306,6.535947712418301,5,ok
fubin625,20,306,6.535947712418301,5,ok
furedora,20,306,6.535947712418301,5,ok
futo1106pocket,20,306,6.535947712418301,5,ok
gobojustaway,20,306,6.535947712418301,5,ok
hajimechantkan,20,306,6.535947712418301,5,ok
imasphereLL,20,306,6.535947712418301,5,ok
JegyPotter,20,306,6.535947712418301,5,ok
JUNHYEOK,20,306,6.535947712418301,5,ok
karubi_F_,20,306,6.535947712418301,5,ok
lovliv_sphetan,20,306,6.535947712418301,5,ok
medakabox67,20,306,6.535947712418301,5,ok
Mikado,20,306,6.535947712418301,5,ok
miyasaki,20,306,6.535947712418301,5,ok
mizuishi123,20,306,6.535947712418301,5,ok
nex0599_neu,20,306,6.535947712418301,5,ok
noshuke_Japan,20,306,6.535947712418301,5,ok
pekihan,20,306,6.535947712418301,5,ok
randsomeware69,20,306,6.535947712418301,5,ok
roninikkyo,20,306,6.535947712418301,5,ok
s_____,20,306,6.535947712418301,5,ok
Satoharu_dayo,20,306,6.535947712418301,5,ok
Shimazaki_hasu,20,306,6.535947712418301,5,ok
silkkydry46,20,306,6.535947712418301,5,ok
soaringhear,20,306,6.535947712418301,5,ok
strawman_b,20,306,6.535947712418301,5,ok
Tario,20,306,6.535947712418301,5,ok
tetris_R2334,20,306,6.535947712418301,5,ok
tetuhausenpachi,20,306,6.535947712418301,5,ok
tony7216,20,306,6.535947712418301,5,ok
uciris11,20,306,6.535947712418301,5,ok
yuyu1098,20,306,6.535947712418301,5,ok
a_keiichi,20,306,6.535947712418301,4,ok
anji_hi,20,306,6.535947712418301,4,ok
deldel_chan,20,306,6.535947712418301,4,ok
dkurokob,20,306,6.535947712418301,4,ok
drkshn_,20,306,6.535947712418301,4,ok
izaboh,20,306,6.535947712418301,4,ok
karuraAnastasia,20,306,6.535947712418301,4,ok
LunarQuickness3,20,306,6.535947712418301,4,ok
me___me,20,306,6.535947712418301,4,ok
mikumas,20,306,6.535947712418301,4,ok
mori_ca85991151,20,306,6.535947712418301,4,ok
mtntwu,20,306,6.535947712418301,4,ok
n0gi111,20,306,6.535947712418301,4,ok
SHIBUCHO,20,306,6.535947712418301,4,ok
sky__kidd,20,306,6.535947712418301,4,ok
t7s_3244,20,306,6.535947712418301,4,ok
